CCC_CODE,GOVT_STAT,OSD_REMARK,CONN_STAT,TYPE,COUNT,OSD
3157101,NO,OSD   ,LIVE  ,D   ,1,1088.73
3157101,NO,OSD   ,LIVE  ,D   ,1,1089.51
3157101,NO,OSD   ,LIVE  ,D   ,1,1089.62
3157101,NO,OSD   ,LIVE  ,D   ,1,1092.76
3157101,NO,OSD   ,LIVE  ,D   ,1,1092.79
3157101,NO,OSD   ,LIVE  ,D   ,1,1094.1
3157101,NO,OSD   ,LIVE  ,D   ,1,1094.96
3157101,NO,OSD   ,LIVE  ,D   ,1,1095.68
3157101,NO,OSD   ,LIVE  ,D   ,1,1096.42
3157101,NO,OSD   ,LIVE  ,D   ,1,1096.59
3157101,NO,OSD   ,LIVE  ,D   ,1,1096.72
3157101,NO,OSD   ,LIVE  ,D   ,1,1096.94
3157101,NO,OSD   ,LIVE  ,D   ,1,1097.6
3157101,NO,OSD   ,LIVE  ,D   ,1,1097.64
3157101,NO,OSD   ,LIVE  ,D   ,1,1098.82
3157101,NO,OSD   ,LIVE  ,D   ,1,1100.19
3157101,NO,OSD   ,LIVE  ,D   ,1,1101.03
3157101,NO,OSD   ,LIVE  ,D   ,1,1102.36
3157101,NO,OSD   ,LIVE  ,D   ,1,1105.1
3157101,NO,OSD   ,LIVE  ,D   ,1,1105.11
3157101,NO,OSD   ,LIVE  ,D   ,1,1105.12
3157101,NO,OSD   ,LIVE  ,D   ,1,1105.75
3157101,NO,OSD   ,LIVE  ,D   ,1,1105.76
3157101,NO,OSD   ,LIVE  ,D   ,1,1105.94
3157101,NO,OSD   ,LIVE  ,D   ,1,1106.83
3157101,NO,OSD   ,LIVE  ,D   ,1,1107.49
3157101,NO,OSD   ,LIVE  ,D   ,1,1108.16
3157101,NO,OSD   ,LIVE  ,D   ,1,1108.61
3157101,NO,OSD   ,LIVE  ,D   ,1,1109.12
3157101,NO,OSD   ,LIVE  ,D   ,1,1109.24
3157101,NO,OSD   ,LIVE  ,D   ,1,1109.71
3157101,NO,OSD   ,LIVE  ,D   ,1,1111.06
3157101,NO,OSD   ,LIVE  ,D   ,1,1112
3157101,NO,OSD   ,LIVE  ,D   ,1,1112.45
3157101,NO,OSD   ,LIVE  ,D   ,1,1112.66
3157101,NO,OSD   ,LIVE  ,D   ,1,1112.77
3157101,NO,OSD   ,LIVE  ,D   ,1,1114.88
3157101,NO,OSD   ,LIVE  ,D   ,1,1115.91
3157101,NO,OSD   ,LIVE  ,D   ,1,1116.92
3157101,NO,OSD   ,LIVE  ,D   ,1,1117.35
3157101,NO,OSD   ,LIVE  ,D   ,1,1119.47
3157101,NO,OSD   ,LIVE  ,D   ,1,1119.91
3157101,NO,OSD   ,LIVE  ,D   ,1,1120.48
3157101,NO,OSD   ,LIVE  ,D   ,1,1121.02
3157101,NO,OSD   ,LIVE  ,D   ,1,1121.11
3157101,NO,OSD   ,LIVE  ,D   ,1,1121.53
3157101,NO,OSD   ,LIVE  ,D   ,1,1121.64
3157101,NO,OSD   ,LIVE  ,D   ,1,1121.71
3157101,NO,OSD   ,LIVE  ,D   ,1,1121.76
3157101,NO,OSD   ,LIVE  ,D   ,1,1122.17
3157101,NO,OSD   ,LIVE  ,D   ,1,1122.21
3157101,NO,OSD   ,LIVE  ,D   ,1,1123.11
3157101,NO,OSD   ,LIVE  ,D   ,1,1123.39
3157101,NO,OSD   ,LIVE  ,D   ,1,1123.7
3157101,NO,OSD   ,LIVE  ,D   ,1,1125.01
3157101,NO,OSD   ,LIVE  ,D   ,1,1125.09
3157101,NO,OSD   ,LIVE  ,D   ,1,1125.1
3157101,NO,OSD   ,LIVE  ,D   ,1,1127.07
3157101,NO,OSD   ,LIVE  ,D   ,1,1127.23
3157101,NO,OSD   ,LIVE  ,D   ,1,1128.11
3157101,NO,OSD   ,LIVE  ,D   ,1,1128.77
3157101,NO,OSD   ,LIVE  ,D   ,1,1129.46
3157101,NO,OSD   ,LIVE  ,D   ,1,1129.91
3157101,NO,OSD   ,LIVE  ,D   ,1,1130.07
3157101,NO,OSD   ,LIVE  ,D   ,1,1131.46
3157101,NO,OSD   ,LIVE  ,D   ,1,1132.56
3157101,NO,OSD   ,LIVE  ,D   ,1,1133.17
3157101,NO,OSD   ,LIVE  ,D   ,1,1133.19
3157101,NO,OSD   ,LIVE  ,D   ,2,2266.92
3157101,NO,OSD   ,LIVE  ,D   ,1,1133.55
3157101,NO,OSD   ,LIVE  ,D   ,1,1134.38
3157101,NO,OSD   ,LIVE  ,D   ,1,1134.7
3157101,NO,OSD   ,LIVE  ,D   ,1,1136.3
3157101,NO,OSD   ,LIVE  ,D   ,1,1137.39
3157101,NO,OSD   ,LIVE  ,D   ,1,1137.4
3157101,NO,OSD   ,LIVE  ,D   ,1,1137.71
3157101,NO,OSD   ,LIVE  ,D   ,1,1138.05
3157101,NO,OSD   ,LIVE  ,D   ,1,1138.22
3157101,NO,OSD   ,LIVE  ,D   ,1,1138.24
3157101,NO,OSD   ,LIVE  ,D   ,1,1138.62
3157101,NO,OSD   ,LIVE  ,D   ,1,1138.95
3157101,NO,OSD   ,LIVE  ,D   ,1,1139.15
3157101,NO,OSD   ,LIVE  ,D   ,1,1139.75
3157101,NO,OSD   ,LIVE  ,D   ,1,1140.26
3157101,NO,OSD   ,LIVE  ,D   ,1,1140.83
3157101,NO,OSD   ,LIVE  ,D   ,1,1141
3157101,NO,OSD   ,LIVE  ,D   ,1,1141.93
3157101,NO,OSD   ,LIVE  ,D   ,1,1142.37
3157101,NO,OSD   ,LIVE  ,D   ,1,1143.19
3157101,NO,OSD   ,LIVE  ,D   ,1,1143.27
3157101,NO,OSD   ,LIVE  ,D   ,1,1143.77
3157101,NO,OSD   ,LIVE  ,D   ,1,1144.79
3157101,NO,OSD   ,LIVE  ,D   ,1,1145.01
3157101,NO,OSD   ,LIVE  ,D   ,1,1145.53
3157101,NO,OSD   ,LIVE  ,D   ,1,1145.78
3157101,NO,OSD   ,LIVE  ,D   ,1,1146.15
3157101,NO,OSD   ,LIVE  ,D   ,1,1147.19
3157101,NO,OSD   ,LIVE  ,D   ,1,1147.23
3157101,NO,OSD   ,LIVE  ,D   ,1,1147.25
3157101,NO,OSD   ,LIVE  ,D   ,1,1147.3
3157101,NO,OSD   ,LIVE  ,D   ,1,1147.87
3157101,NO,OSD   ,LIVE  ,D   ,1,1148.4
3157101,NO,OSD   ,LIVE  ,D   ,1,1149.47
3157101,NO,OSD   ,LIVE  ,D   ,1,1150.66
3157101,NO,OSD   ,LIVE  ,D   ,1,1150.67
3157101,NO,OSD   ,LIVE  ,D   ,1,1151.37
3157101,NO,OSD   ,LIVE  ,D   ,1,1151.58
3157101,NO,OSD   ,LIVE  ,D   ,1,1152.5
3157101,NO,OSD   ,LIVE  ,D   ,1,1154.57
3157101,NO,OSD   ,LIVE  ,D   ,1,1155.13
3157101,NO,OSD   ,LIVE  ,D   ,1,1155.43
3157101,NO,OSD   ,LIVE  ,D   ,1,1156.16
3157101,NO,OSD   ,LIVE  ,D   ,1,1156.98
3157101,NO,OSD   ,LIVE  ,D   ,1,1157.6
3157101,NO,OSD   ,LIVE  ,D   ,1,1157.63
3157101,NO,OSD   ,LIVE  ,D   ,1,1158.62
3157101,NO,OSD   ,LIVE  ,D   ,1,1159.86
3157101,NO,OSD   ,LIVE  ,D   ,1,1160.45
3157101,NO,OSD   ,LIVE  ,D   ,1,1160.64
3157101,NO,OSD   ,LIVE  ,D   ,1,1162.68
3157101,NO,OSD   ,LIVE  ,D   ,1,1162.69
3157101,NO,OSD   ,LIVE  ,D   ,1,1162.89
3157101,NO,OSD   ,LIVE  ,D   ,1,1163.16
3157101,NO,OSD   ,LIVE  ,D   ,1,1164.76
3157101,NO,OSD   ,LIVE  ,D   ,1,1164.98
3157101,NO,OSD   ,LIVE  ,D   ,1,1165.01
3157101,NO,OSD   ,LIVE  ,D   ,1,1165.14
3157101,NO,OSD   ,LIVE  ,D   ,1,1165.38
3157101,NO,OSD   ,LIVE  ,D   ,1,1165.59
3157101,NO,OSD   ,LIVE  ,D   ,1,1165.85
3157101,NO,OSD   ,LIVE  ,D   ,1,1165.95
3157101,NO,OSD   ,LIVE  ,D   ,1,1167.07
3157101,NO,OSD   ,LIVE  ,D   ,1,1167.43
3157101,NO,OSD   ,LIVE  ,D   ,1,1167.47
3157101,NO,OSD   ,LIVE  ,D   ,1,1169.45
3157101,NO,OSD   ,LIVE  ,D   ,1,1169.93
3157101,NO,OSD   ,LIVE  ,D   ,1,1170.51
3157101,NO,OSD   ,LIVE  ,D   ,1,1171.63
3157101,NO,OSD   ,LIVE  ,D   ,1,1172.15
3157101,NO,OSD   ,LIVE  ,D   ,1,1172.56
3157101,NO,OSD   ,LIVE  ,D   ,1,1174.19
3157101,NO,OSD   ,LIVE  ,D   ,1,1174.42
3157101,NO,OSD   ,LIVE  ,D   ,1,1175.35
3157101,NO,OSD   ,LIVE  ,D   ,1,1176.28
3157101,NO,OSD   ,LIVE  ,D   ,1,1176.34
3157101,NO,OSD   ,LIVE  ,D   ,1,1176.38
3157101,NO,OSD   ,LIVE  ,D   ,1,1178.66
3157101,NO,OSD   ,LIVE  ,D   ,1,1179.28
3157101,NO,OSD   ,LIVE  ,D   ,1,1179.4
3157101,NO,OSD   ,LIVE  ,D   ,1,1180.17
3157101,NO,OSD   ,LIVE  ,D   ,1,1181.14
3157101,NO,OSD   ,LIVE  ,D   ,1,1181.36
3157101,NO,OSD   ,LIVE  ,D   ,1,1181.64
3157101,NO,OSD   ,LIVE  ,D   ,1,1181.99
3157101,NO,OSD   ,LIVE  ,D   ,1,1182.47
3157101,NO,OSD   ,LIVE  ,D   ,1,1183.18
3157101,NO,OSD   ,LIVE  ,D   ,1,1183.8
3157101,NO,OSD   ,LIVE  ,D   ,1,1185.68
3157101,NO,OSD   ,LIVE  ,D   ,1,1186.06
3157101,NO,OSD   ,LIVE  ,D   ,1,1187
3157101,NO,OSD   ,LIVE  ,D   ,1,1187.28
3157101,NO,OSD   ,LIVE  ,D   ,1,1187.87
3157101,NO,OSD   ,LIVE  ,D   ,1,1188.57
3157101,NO,OSD   ,LIVE  ,D   ,1,1189.9
3157101,NO,OSD   ,LIVE  ,D   ,1,1189.96
3157101,NO,OSD   ,LIVE  ,D   ,1,1189.99
3157101,NO,OSD   ,LIVE  ,D   ,1,1190.3
3157101,NO,OSD   ,LIVE  ,D   ,1,1190.77
3157101,NO,OSD   ,LIVE  ,D   ,1,1192.12
3157101,NO,OSD   ,LIVE  ,D   ,1,1192.61
3157101,NO,OSD   ,LIVE  ,D   ,1,1194.08
3157101,NO,OSD   ,LIVE  ,D   ,1,1196.25
3157101,NO,OSD   ,LIVE  ,D   ,1,1196.83
3157101,NO,OSD   ,LIVE  ,D   ,1,1197.03
3157101,NO,OSD   ,LIVE  ,D   ,1,1197.35
3157101,NO,OSD   ,LIVE  ,D   ,1,1197.57
3157101,NO,OSD   ,LIVE  ,D   ,1,1198.44
3157101,NO,OSD   ,LIVE  ,D   ,1,1199.06
3157101,NO,OSD   ,LIVE  ,D   ,1,1199.62
3157101,NO,OSD   ,LIVE  ,D   ,1,1199.7
3157101,NO,OSD   ,LIVE  ,D   ,1,1200.88
3157101,NO,OSD   ,LIVE  ,D   ,1,1201.11
3157101,NO,OSD   ,LIVE  ,D   ,1,1201.58
3157101,NO,OSD   ,LIVE  ,D   ,1,1201.92
3157101,NO,OSD   ,LIVE  ,D   ,1,1202.82
3157101,NO,OSD   ,LIVE  ,D   ,1,1203.74
3157101,NO,OSD   ,LIVE  ,D   ,1,1205.16
3157101,NO,OSD   ,LIVE  ,D   ,1,1205.93
3157101,NO,OSD   ,LIVE  ,D   ,1,1206.09
3157101,NO,OSD   ,LIVE  ,D   ,1,1206.36
3157101,NO,OSD   ,LIVE  ,D   ,1,1207.09
3157101,NO,OSD   ,LIVE  ,D   ,1,1207.35
3157101,NO,OSD   ,LIVE  ,D   ,1,1207.52
3157101,NO,OSD   ,LIVE  ,D   ,1,1208.14
3157101,NO,OSD   ,LIVE  ,D   ,1,1208.55
3157101,NO,OSD   ,LIVE  ,D   ,1,1208.99
3157101,NO,OSD   ,LIVE  ,D   ,1,1209.02
3157101,NO,OSD   ,LIVE  ,D   ,1,1210.97
3157101,NO,OSD   ,LIVE  ,D   ,1,1211.16
3157101,NO,OSD   ,LIVE  ,D   ,1,1211.9
3157101,NO,OSD   ,LIVE  ,D   ,1,1211.91
3157101,NO,OSD   ,LIVE  ,D   ,1,1212.97
3157101,NO,OSD   ,LIVE  ,D   ,1,1213.91
3157101,NO,OSD   ,LIVE  ,D   ,1,1216.61
3157101,NO,OSD   ,LIVE  ,D   ,1,1218.12
3157101,NO,OSD   ,LIVE  ,D   ,1,1219.11
3157101,NO,OSD   ,LIVE  ,D   ,1,1219.36
3157101,NO,OSD   ,LIVE  ,D   ,1,1219.38
3157101,NO,OSD   ,LIVE  ,D   ,1,1219.6
3157101,NO,OSD   ,LIVE  ,D   ,1,1220.28
3157101,NO,OSD   ,LIVE  ,D   ,1,1220.42
3157101,NO,OSD   ,LIVE  ,D   ,1,1220.47
3157101,NO,OSD   ,LIVE  ,D   ,1,1220.48
3157101,NO,OSD   ,LIVE  ,D   ,1,1222.41
3157101,NO,OSD   ,LIVE  ,D   ,1,1222.66
3157101,NO,OSD   ,LIVE  ,D   ,1,1223.56
3157101,NO,OSD   ,LIVE  ,D   ,1,1224.81
3157101,NO,OSD   ,LIVE  ,D   ,1,1225.09
3157101,NO,OSD   ,LIVE  ,D   ,1,1225.61
3157101,NO,OSD   ,LIVE  ,D   ,1,1225.8
3157101,NO,OSD   ,LIVE  ,D   ,1,1227.4
3157101,NO,OSD   ,LIVE  ,D   ,1,1227.79
3157101,NO,OSD   ,LIVE  ,D   ,1,1228.2
3157101,NO,OSD   ,LIVE  ,D   ,1,1229.89
3157101,NO,OSD   ,LIVE  ,D   ,1,1230.39
3157101,NO,OSD   ,LIVE  ,D   ,1,1231.81
3157101,NO,OSD   ,LIVE  ,D   ,1,1232.19
3157101,NO,OSD   ,LIVE  ,D   ,1,1233.8
3157101,NO,OSD   ,LIVE  ,D   ,1,1235.11
3157101,NO,OSD   ,LIVE  ,D   ,1,1235.19
3157101,NO,OSD   ,LIVE  ,D   ,1,1235.75
3157101,NO,OSD   ,LIVE  ,D   ,1,1235.94
3157101,NO,OSD   ,LIVE  ,D   ,1,1238.23
3157101,NO,OSD   ,LIVE  ,D   ,1,1238.8
3157101,NO,OSD   ,LIVE  ,D   ,1,1239.27
3157101,NO,OSD   ,LIVE  ,D   ,1,1242.36
3157101,NO,OSD   ,LIVE  ,D   ,1,1242.65
3157101,NO,OSD   ,LIVE  ,D   ,1,1243.23
3157101,NO,OSD   ,LIVE  ,D   ,1,1245.23
3157101,NO,OSD   ,LIVE  ,D   ,1,1245.69
3157101,NO,OSD   ,LIVE  ,D   ,1,1246.25
3157101,NO,OSD   ,LIVE  ,D   ,1,1246.85
3157101,NO,OSD   ,LIVE  ,D   ,1,1247.08
3157101,NO,OSD   ,LIVE  ,D   ,1,1250.38
3157101,NO,OSD   ,LIVE  ,D   ,1,1250.4
3157101,NO,OSD   ,LIVE  ,D   ,1,1250.88
3157101,NO,OSD   ,LIVE  ,D   ,1,1251.4
3157101,NO,OSD   ,LIVE  ,D   ,1,1252.51
3157101,NO,OSD   ,LIVE  ,D   ,1,1253.58
3157101,NO,OSD   ,LIVE  ,D   ,1,1253.64
3157101,NO,OSD   ,LIVE  ,D   ,1,1253.82
3157101,NO,OSD   ,LIVE  ,D   ,1,1254.06
3157101,NO,OSD   ,LIVE  ,D   ,1,1255.27
3157101,NO,OSD   ,LIVE  ,D   ,1,1255.31
3157101,NO,OSD   ,LIVE  ,D   ,1,1256.42
3157101,NO,OSD   ,LIVE  ,D   ,1,1256.51
3157101,NO,OSD   ,LIVE  ,D   ,1,1256.66
3157101,NO,OSD   ,LIVE  ,D   ,1,1256.99
3157101,NO,OSD   ,LIVE  ,D   ,1,1257.71
3157101,NO,OSD   ,LIVE  ,D   ,1,1258.24
3157101,NO,OSD   ,LIVE  ,D   ,1,1258.74
3157101,NO,OSD   ,LIVE  ,D   ,1,1258.76
3157101,NO,OSD   ,LIVE  ,D   ,1,1259.86
3157101,NO,OSD   ,LIVE  ,D   ,1,1262.17
3157101,NO,OSD   ,LIVE  ,D   ,1,1262.42
3157101,NO,OSD   ,LIVE  ,D   ,1,1263.53
3157101,NO,OSD   ,LIVE  ,D   ,1,1264.83
3157101,NO,OSD   ,LIVE  ,D   ,1,1264.85
3157101,NO,OSD   ,LIVE  ,D   ,1,1265.5
3157101,NO,OSD   ,LIVE  ,D   ,1,1265.71
3157101,NO,OSD   ,LIVE  ,D   ,1,1265.8
3157101,NO,OSD   ,LIVE  ,D   ,1,1265.92
3157101,NO,OSD   ,LIVE  ,D   ,1,1267.56
3157101,NO,OSD   ,LIVE  ,D   ,1,1268.17
3157101,NO,OSD   ,LIVE  ,D   ,1,1268.55
3157101,NO,OSD   ,LIVE  ,D   ,1,1268.99
3157101,NO,OSD   ,LIVE  ,D   ,1,1269.14
3157101,NO,OSD   ,LIVE  ,D   ,1,1269.43
3157101,NO,OSD   ,LIVE  ,D   ,1,1270.12
3157101,NO,OSD   ,LIVE  ,D   ,1,1271.05
3157101,NO,OSD   ,LIVE  ,D   ,1,1271.3
3157101,NO,OSD   ,LIVE  ,D   ,1,1271.39
3157101,NO,OSD   ,LIVE  ,D   ,1,1271.5
3157101,NO,OSD   ,LIVE  ,D   ,1,1272.08
3157101,NO,OSD   ,LIVE  ,D   ,1,1272.32
3157101,NO,OSD   ,LIVE  ,D   ,1,1272.71
3157101,NO,OSD   ,LIVE  ,D   ,1,1272.81
3157101,NO,OSD   ,LIVE  ,D   ,1,1272.93
3157101,NO,OSD   ,LIVE  ,D   ,1,1273.71
3157101,NO,OSD   ,LIVE  ,D   ,1,1274.54
3157101,NO,OSD   ,LIVE  ,D   ,1,1274.76
3157101,NO,OSD   ,LIVE  ,D   ,1,1274.96
3157101,NO,OSD   ,LIVE  ,D   ,1,1276.03
3157101,NO,OSD   ,LIVE  ,D   ,1,1277.1
3157101,NO,OSD   ,LIVE  ,D   ,1,1277.37
3157101,NO,OSD   ,LIVE  ,D   ,1,1277.69
3157101,NO,OSD   ,LIVE  ,D   ,1,1279.37
3157101,NO,OSD   ,LIVE  ,D   ,1,1280
3157101,NO,OSD   ,LIVE  ,D   ,1,1280.68
3157101,NO,OSD   ,LIVE  ,D   ,1,1280.74
3157101,NO,OSD   ,LIVE  ,D   ,1,1282
3157101,NO,OSD   ,LIVE  ,D   ,1,1282.71
3157101,NO,OSD   ,LIVE  ,D   ,1,1282.8
3157101,NO,OSD   ,LIVE  ,D   ,1,1283.24
3157101,NO,OSD   ,LIVE  ,D   ,1,1284.4
3157101,NO,OSD   ,LIVE  ,D   ,1,1284.78
3157101,NO,OSD   ,LIVE  ,D   ,1,1284.9
3157101,NO,OSD   ,LIVE  ,D   ,1,1285.53
3157101,NO,OSD   ,LIVE  ,D   ,1,1286.27
3157101,NO,OSD   ,LIVE  ,D   ,1,1286.84
3157101,NO,OSD   ,LIVE  ,D   ,1,1287.28
3157101,NO,OSD   ,LIVE  ,D   ,1,1287.34
3157101,NO,OSD   ,LIVE  ,D   ,1,1288.09
3157101,NO,OSD   ,LIVE  ,D   ,1,1289.55
3157101,NO,OSD   ,LIVE  ,D   ,1,1290.24
3157101,NO,OSD   ,LIVE  ,D   ,1,1290.81
3157101,NO,OSD   ,LIVE  ,D   ,1,1291.89
3157101,NO,OSD   ,LIVE  ,D   ,1,1291.99
3157101,NO,OSD   ,LIVE  ,D   ,1,1292.11
3157101,NO,OSD   ,LIVE  ,D   ,1,1292.65
3157101,NO,OSD   ,LIVE  ,D   ,1,1292.85
3157101,NO,OSD   ,LIVE  ,D   ,1,1294.21
3157101,NO,OSD   ,LIVE  ,D   ,1,1294.3
3157101,NO,OSD   ,LIVE  ,D   ,1,1295.25
3157101,NO,OSD   ,LIVE  ,D   ,1,1295.8
3157101,NO,OSD   ,LIVE  ,D   ,1,1297.51
3157101,NO,OSD   ,LIVE  ,D   ,1,1298.28
3157101,NO,OSD   ,LIVE  ,D   ,1,1298.43
3157101,NO,OSD   ,LIVE  ,D   ,1,1301.73
3157101,NO,OSD   ,LIVE  ,D   ,1,1302.04
3157101,NO,OSD   ,LIVE  ,D   ,1,1302.08
3157101,NO,OSD   ,LIVE  ,D   ,1,1302.73
3157101,NO,OSD   ,LIVE  ,D   ,1,1303.1
3157101,NO,OSD   ,LIVE  ,D   ,1,1303.44
3157101,NO,OSD   ,LIVE  ,D   ,1,1303.68
3157101,NO,OSD   ,LIVE  ,D   ,1,1305.12
3157101,NO,OSD   ,LIVE  ,D   ,1,1307.21
3157101,NO,OSD   ,LIVE  ,D   ,1,1307.74
3157101,NO,OSD   ,LIVE  ,D   ,1,1307.86
3157101,NO,OSD   ,LIVE  ,D   ,1,1308.83
3157101,NO,OSD   ,LIVE  ,D   ,1,1308.92
3157101,NO,OSD   ,LIVE  ,D   ,1,1311.41
3157101,NO,OSD   ,LIVE  ,D   ,1,1312.73
3157101,NO,OSD   ,LIVE  ,D   ,1,1313.01
3157101,NO,OSD   ,LIVE  ,D   ,1,1313.1
3157101,NO,OSD   ,LIVE  ,D   ,1,1314.37
3157101,NO,OSD   ,LIVE  ,D   ,1,1314.76
3157101,NO,OSD   ,LIVE  ,D   ,1,1316.36
3157101,NO,OSD   ,LIVE  ,D   ,1,1316.47
3157101,NO,OSD   ,LIVE  ,D   ,1,1317.18
3157101,NO,OSD   ,LIVE  ,D   ,1,1317.48
3157101,NO,OSD   ,LIVE  ,D   ,1,1318.82
3157101,NO,OSD   ,LIVE  ,D   ,1,1320.95
3157101,NO,OSD   ,LIVE  ,D   ,1,1320.98
3157101,NO,OSD   ,LIVE  ,D   ,1,1322.02
3157101,NO,OSD   ,LIVE  ,D   ,1,1322.5
3157101,NO,OSD   ,LIVE  ,D   ,1,1322.6
3157101,NO,OSD   ,LIVE  ,D   ,1,1322.87
3157101,NO,OSD   ,LIVE  ,D   ,1,1323.59
3157101,NO,OSD   ,LIVE  ,D   ,1,1324.92
3157101,NO,OSD   ,LIVE  ,D   ,1,1325.12
3157101,NO,OSD   ,LIVE  ,D   ,1,1325.31
3157101,NO,OSD   ,LIVE  ,D   ,1,1325.55
3157101,NO,OSD   ,LIVE  ,D   ,1,1325.71
3157101,NO,OSD   ,LIVE  ,D   ,1,1326.01
3157101,NO,OSD   ,LIVE  ,D   ,1,1326.25
3157101,NO,OSD   ,LIVE  ,D   ,1,1327.62
3157101,NO,OSD   ,LIVE  ,D   ,1,1329.34
3157101,NO,OSD   ,LIVE  ,D   ,1,1330.11
3157101,NO,OSD   ,LIVE  ,D   ,1,1330.27
3157101,NO,OSD   ,LIVE  ,D   ,1,1330.71
3157101,NO,OSD   ,LIVE  ,D   ,1,1331.33
3157101,NO,OSD   ,LIVE  ,D   ,1,1331.65
3157101,NO,OSD   ,LIVE  ,D   ,1,1331.75
3157101,NO,OSD   ,LIVE  ,D   ,1,1332.12
3157101,NO,OSD   ,LIVE  ,D   ,1,1332.54
3157101,NO,OSD   ,LIVE  ,D   ,1,1333.56
3157101,NO,OSD   ,LIVE  ,D   ,1,1333.65
3157101,NO,OSD   ,LIVE  ,D   ,1,1334.56
3157101,NO,OSD   ,LIVE  ,D   ,1,1334.95
3157101,NO,OSD   ,LIVE  ,D   ,1,1335.11
3157101,NO,OSD   ,LIVE  ,D   ,1,1336.85
3157101,NO,OSD   ,LIVE  ,D   ,1,1337.65
3157101,NO,OSD   ,LIVE  ,D   ,1,1337.71
3157101,NO,OSD   ,LIVE  ,D   ,1,1337.85
3157101,NO,OSD   ,LIVE  ,D   ,1,1339.13
3157101,NO,OSD   ,LIVE  ,D   ,1,1340.52
3157101,NO,OSD   ,LIVE  ,D   ,1,1342.48
3157101,NO,OSD   ,LIVE  ,D   ,1,1343.93
3157101,NO,OSD   ,LIVE  ,D   ,1,1343.99
3157101,NO,OSD   ,LIVE  ,D   ,1,1344.69
3157101,NO,OSD   ,LIVE  ,D   ,1,1346.17
3157101,NO,OSD   ,LIVE  ,D   ,1,1346.22
3157101,NO,OSD   ,LIVE  ,D   ,1,1350.98
3157101,NO,OSD   ,LIVE  ,D   ,1,1352.95
3157101,NO,OSD   ,LIVE  ,D   ,1,1354.17
3157101,NO,OSD   ,LIVE  ,D   ,1,1354.18
3157101,NO,OSD   ,LIVE  ,D   ,1,1354.22
3157101,NO,OSD   ,LIVE  ,D   ,1,1354.58
3157101,NO,OSD   ,LIVE  ,D   ,1,1355.95
3157101,NO,OSD   ,LIVE  ,D   ,1,1357.7
3157101,NO,OSD   ,LIVE  ,D   ,1,1359.85
3157101,NO,OSD   ,LIVE  ,D   ,1,1359.89
3157101,NO,OSD   ,LIVE  ,D   ,1,1360.47
3157101,NO,OSD   ,LIVE  ,D   ,1,1360.83
3157101,NO,OSD   ,LIVE  ,D   ,1,1361.81
3157101,NO,OSD   ,LIVE  ,D   ,1,1362.14
3157101,NO,OSD   ,LIVE  ,D   ,1,1362.98
3157101,NO,OSD   ,LIVE  ,D   ,1,1364.18
3157101,NO,OSD   ,LIVE  ,D   ,1,1367.01
3157101,NO,OSD   ,LIVE  ,D   ,1,1367.84
3157101,NO,OSD   ,LIVE  ,D   ,1,1371.07
3157101,NO,OSD   ,LIVE  ,D   ,1,1371.57
3157101,NO,OSD   ,LIVE  ,D   ,1,1373.3
3157101,NO,OSD   ,LIVE  ,D   ,1,1373.54
3157101,NO,OSD   ,LIVE  ,D   ,1,1374.04
3157101,NO,OSD   ,LIVE  ,D   ,1,1375.66
3157101,NO,OSD   ,LIVE  ,D   ,1,1375.74
3157101,NO,OSD   ,LIVE  ,D   ,1,1376.81
3157101,NO,OSD   ,LIVE  ,D   ,1,1379.03
3157101,NO,OSD   ,LIVE  ,D   ,1,1380.6
3157101,NO,OSD   ,LIVE  ,D   ,1,1381.29
3157101,NO,OSD   ,LIVE  ,D   ,1,1381.4
3157101,NO,OSD   ,LIVE  ,D   ,1,1382.41
3157101,NO,OSD   ,LIVE  ,D   ,1,1382.59
3157101,NO,OSD   ,LIVE  ,D   ,1,1383.32
3157101,NO,OSD   ,LIVE  ,D   ,1,1383.5
3157101,NO,OSD   ,LIVE  ,D   ,1,1383.75
3157101,NO,OSD   ,LIVE  ,D   ,1,1385.04
3157101,NO,OSD   ,LIVE  ,D   ,1,1386.98
3157101,NO,OSD   ,LIVE  ,D   ,1,1388.22
3157101,NO,OSD   ,LIVE  ,D   ,1,1389.19
3157101,NO,OSD   ,LIVE  ,D   ,1,1390.99
3157101,NO,OSD   ,LIVE  ,D   ,1,1391.11
3157101,NO,OSD   ,LIVE  ,D   ,1,1392.28
3157101,NO,OSD   ,LIVE  ,D   ,1,1393.95
3157101,NO,OSD   ,LIVE  ,D   ,1,1394.52
3157101,NO,OSD   ,LIVE  ,D   ,1,1394.68
3157101,NO,OSD   ,LIVE  ,D   ,1,1394.73
3157101,NO,OSD   ,LIVE  ,D   ,1,1395.36
3157101,NO,OSD   ,LIVE  ,D   ,1,1397.34
3157101,NO,OSD   ,LIVE  ,D   ,1,1397.67
3157101,NO,OSD   ,LIVE  ,D   ,1,1398.34
3157101,NO,OSD   ,LIVE  ,D   ,1,1398.62
3157101,NO,OSD   ,LIVE  ,D   ,1,1399.41
3157101,NO,OSD   ,LIVE  ,D   ,1,1399.87
3157101,NO,OSD   ,LIVE  ,D   ,1,1400.49
3157101,NO,OSD   ,LIVE  ,D   ,1,1401.49
3157101,NO,OSD   ,LIVE  ,D   ,1,1405.23
3157101,NO,OSD   ,LIVE  ,D   ,1,1405.3
